Acceleration_X,Acceleration_Y,Acceleration_Z
0.287445068359375,-0.9524993896484375,-0.4654693603515625
0.17626953125,-0.9691619873046875,-0.4536590576171875
0.0361328125,-0.912445068359375,-0.4473114013671875
-0.093017578125,-0.895965576171875,-0.4503936767578125
-0.149871826171875,-0.9205322265625,-0.4162139892578125
-0.2120513916015625,-0.974365234375,-0.39117431640625
-0.2613372802734375,-1.0497283935546875,-0.3696136474609375
-0.27264404296875,-1.0500640869140625,-0.25567626953125
-0.302734375,-0.9512939453125,-0.19970703125
-0.357269287109375,-0.8798980712890625,-0.1877593994140625
-0.3736114501953125,-0.9409942626953125,-0.212188720703125
-0.3842315673828125,-1.0241546630859375,-0.2297515869140625
-0.45855712890625,-1.0068817138671875,-0.213104248046875
-0.5671539306640625,-0.99761962890625,-0.2322845458984375
-0.655975341796875,-1.0150146484375,-0.2042083740234375
-0.7532806396484375,-1.0163421630859375,-0.1655731201171875
-0.805877685546875,-1.0086822509765625,-0.1688385009765625
-0.784271240234375,-1.007904052734375,-0.2040863037109375
-0.7615814208984375,-0.9913330078125,-0.22015380859375
-0.76202392578125,-0.9571533203125,-0.1952972412109375
-0.74237060546875,-0.9176025390625,-0.2329864501953125
-0.732818603515625,-0.9124755859375,-0.256927490234375
-0.702789306640625,-0.892547607421875,-0.2650909423828125
-0.673431396484375,-0.8393402099609375,-0.2907257080078125
-0.666778564453125,-0.8115692138671875,-0.298126220703125
-0.607666015625,-0.80291748046875,-0.28045654296875
-0.5095367431640625,-0.79852294921875,-0.30377197265625
-0.426788330078125,-0.8370361328125,-0.3157958984375
-0.387115478515625,-0.838623046875,-0.3201446533203125
-0.31170654296875,-0.8372650146484375,-0.415557861328125
-0.2427215576171875,-0.8583984375,-0.4788970947265625
-0.1766510009765625,-0.8553924560546875,-0.4824371337890625
-0.09710693359375,-0.8374481201171875,-0.534027099609375
-0.037261962890625,-0.8179931640625,-0.5198822021484375
0.080810546875,-0.8108673095703125,-0.5410308837890625
0.2313385009765625,-0.8679351806640625,-0.6112060546875
0.3631134033203125,-0.8712158203125,-0.6339569091796875
0.4657135009765625,-0.8111114501953125,-0.6409912109375
0.531463623046875,-0.7851104736328125,-0.7019195556640625
0.6058502197265625,-0.8203125,-0.75323486328125
0.6977386474609375,-0.8691253662109375,-0.8018646240234375
0.8326568603515625,-0.8789825439453125,-0.9058074951171875
0.947601318359375,-0.861297607421875,-1.00225830078125
1.0433349609375,-0.8208160400390625,-1.03936767578125
1.1323089599609375,-0.775787353515625,-1.065887451171875
1.2035064697265625,-0.734649658203125,-1.0899810791015625
1.2212066650390625,-0.72528076171875,-1.098297119140625
1.2138214111328125,-0.7058563232421875,-1.0668182373046875
1.16387939453125,-0.70703125,-1.02630615234375
1.0762176513671875,-0.7360076904296875,-0.977935791015625
0.9625701904296875,-0.7484588623046875,-0.9001922607421875
0.8394622802734375,-0.77203369140625,-0.81170654296875
0.68646240234375,-0.79095458984375,-0.7023468017578125
0.5180511474609375,-0.8072662353515625,-0.5830535888671875
0.32232666015625,-0.84686279296875,-0.4469451904296875
0.116790771484375,-0.8989715576171875,-0.29803466796875
-0.0444183349609375,-0.93634033203125,-0.16815185546875
-0.219024658203125,-0.96588134765625,-0.0632476806640625
-0.3654937744140625,-0.9766082763671875,0.033355712890625
-0.515869140625,-0.9732513427734375,0.14727783203125
-0.664642333984375,-0.9975738525390625,0.23583984375
-0.7839508056640625,-1.010162353515625,0.3132476806640625
-0.867584228515625,-1.003448486328125,0.356536865234375
-0.9127960205078125,-0.97149658203125,0.37359619140625
-0.920379638671875,-0.9256591796875,0.3714447021484375
-0.91302490234375,-0.88787841796875,0.3837890625
-0.87957763671875,-0.8812255859375,0.4199676513671875
-0.84136962890625,-0.8468170166015625,0.4237213134765625
-0.7942657470703125,-0.7900543212890625,0.4058685302734375
-0.7116546630859375,-0.705963134765625,0.3862762451171875
-0.59942626953125,-0.645904541015625,0.3467559814453125
-0.4835205078125,-0.6028594970703125,0.3114166259765625
