class_name,Acceleration_X,Acceleration_Y,Acceleration_Z,Gryoscope_X,Gryoscope_Y,Gryoscope_Z
,0.386047363,0.116012573,0.118850708,0.752768576,0.307850778,1.473438859
,0.364959717,0.114425659,0.115661621,0.84475708,0.233800247,1.843646526
,0.345428467,0.084350586,0.112854004,0.93610245,0.240257874,2.152616739
,0.308319092,0.056716919,0.129318237,1.018340588,0.354334921,2.433418751
,0.247589111,0.065979004,0.138671875,1.090354085,0.445462167,2.756972075
,0.147003174,0.083374023,0.126846313,1.106016159,0.492972165,3.022946119
,0.055465698,0.092651367,0.10446167,1.08296454,0.522115409,3.216983318
,-0.014984131,0.070083618,0.090682983,1.075932264,0.559170902,3.370633364
,-0.08291626,0.039047241,0.088058472,1.123734117,0.592946947,3.527998209
,-0.132232666,0.006225586,0.097793579,1.255060434,0.567921221,3.72835803
,-0.189315796,-0.062393188,0.127166748,1.43848598,0.576469719,3.964568615
,-0.283050537,-0.10760498,0.188873291,1.586029291,0.664161503,4.18048811
,-0.400726318,-0.115142822,0.256988525,1.66110599,0.888074219,4.349256516
,-0.530014038,-0.144973755,0.344650269,1.5879215,1.24273324,4.386800289
,-0.662628174,-0.162353516,0.421325684,1.386626482,1.530688882,4.29407692
,-0.765045166,-0.153869629,0.465209961,1.192878366,1.652373433,4.164895058
,-0.860443115,-0.153579712,0.525588989,1.01953125,1.47316587,4.067753792
,-0.93309021,-0.142227173,0.564559937,0.852984905,1.153353214,4.0507164
,-1.003189087,-0.167709351,0.584671021,0.690392792,0.850154757,4.055721283
,-1.087203979,-0.192092896,0.606704712,0.558595121,0.76015991,4.070551872
,-1.201675415,-0.19480896,0.636489868,0.47149989,0.858295262,4.008059025
,-1.29927063,-0.216400146,0.681777954,0.405113399,1.083653331,3.873693466
,-1.402313232,-0.222122192,0.715286255,0.354001224,1.253305912,3.681841135
,-1.517410278,-0.22454834,0.743377686,0.329396546,1.187422872,3.469017744
,-1.62840271,-0.218276978,0.755844116,0.322601497,0.935353816,3.243082285
,-1.75050354,-0.259094238,0.779907227,0.273748726,0.598495364,2.965825081
,-1.858810425,-0.274749756,0.798828125,0.216052398,0.214877948,2.735714912
,-1.971099854,-0.237670898,0.819885254,0.173276976,-0.116575085,2.532469749
,-2.061080933,-0.176483154,0.85697937,0.042075813,-0.327863365,2.345052004
,-2.144744873,-0.215270996,0.867095947,-0.155535534,-0.436562151,2.124851704
,-2.250198364,-0.24180603,0.883926392,-0.409300953,-0.50720036,1.838947654
,-2.34135437,-0.229019165,0.897201538,-0.674111307,-0.572386265,1.475339055
,-2.40562439,-0.236755371,0.899291992,-0.910592318,-0.740992904,1.006931305
,-2.411560059,-0.221038818,0.874862671,-1.10285604,-0.991137207,0.470969915
,-2.399841309,-0.211898804,0.8306427,-1.24422276,-1.239377618,-0.103432916
,-2.400726318,-0.220962524,0.79045105,-1.338821888,-1.436981797,-0.786730289
,-2.359939575,-0.201416016,0.749404907,-1.377424955,-1.640952706,-1.536237597
,-2.235229492,-0.124832153,0.704376221,-1.371573806,-1.809671164,-2.128802776
,-2.078460693,-0.070526123,0.66519165,-1.408540249,-1.931440473,-2.438832045
,-1.924560547,-0.077880859,0.594619751,-1.471029758,-1.91311419,-2.600430489
,-1.753738403,-0.045684814,0.547668457,-1.542440295,-1.765691519,-2.695589066
,-1.611282349,-0.016448975,0.499771118,-1.624454498,-1.542727947,-2.816760063
,-1.493789673,-0.028747559,0.446594238,-1.687079787,-1.327848077,-3.003789186
,-1.390396118,-0.02986145,0.396499634,-1.71090734,-1.188822627,-3.254228592
,-1.321914673,-0.052307129,0.342086792,-1.664462924,-1.106015563,-3.577400446
,-1.263687134,-0.050994873,0.297424316,-1.511543155,-1.063227057,-3.90828371
,-1.185714722,-0.0234375,0.285522461,-1.296933055,-1.195907712,-4.098120689
,-1.037399292,0.002288818,0.261474609,-1.074810743,-1.461524963,-4.000501156
,-0.876724243,0.007202148,0.235870361,-0.903434753,-1.632196784,-3.676296473
,-0.720092773,-0.006744385,0.235397339,-0.813731015,-1.630167723,-3.263083458
,-0.571533203,-0.026519775,0.252227783,-0.854809701,-1.471835971,-2.840928316
,-0.483016968,-0.039962769,0.251541138,-1.084285498,-1.136312008,-2.483813047
,-0.471664429,-0.059570313,0.211120605,-1.370483756,-0.590434551,-2.377963305
,-0.482803345,-0.081832886,0.167251587,-1.497812629,-0.066328958,-2.568136215
,-0.429977417,-0.079147339,0.132492065,-1.410317898,0.304074138,-2.813212395
,-0.392822266,-0.076034546,0.088699341,-1.126675367,0.389496356,-2.913169622
,-0.310302734,-0.023605347,0.03956604,-0.698031545,0.147904515,-2.726956129
,-0.184814453,-0.030075073,-0.007080078,-0.255123109,-0.195092797,-2.340788603
,-0.05960083,-0.047988892,-0.033599854,0.069979616,-0.393603474,-1.908583403
,0.06477356,-0.042144775,-0.048294067,0.251581371,-0.277351707,-1.461688519
,0.166992188,-0.066162109,-0.059494019,0.375334471,0.07607799,-0.936960757
,0.211288452,-0.090881348,-0.049926758,0.452132583,0.495659828,-0.3922562
,0.170623779,-0.083831787,-0.015167236,0.353988975,0.753856182,-0.037106622
,0.158004761,-0.096969604,-0.052032471,0.353988975,0.753856182,-0.037106622
,0.126190186,-0.113845825,-0.056045532,0.262094468,0.885310888,0.168691814
,0.128509521,-0.107421875,-0.044570923,0.322291493,0.855449975,0.281059623
,0.140777588,-0.143661499,-0.064498901,0.510800958,0.713981211,0.450735748
,0.154708862,-0.158279419,-0.068756104,0.807272315,0.576016188,0.702751219
,0.178253174,-0.141555786,-0.067550659,1.144414663,0.479369521,1.027809978
,0.168609619,-0.138275146,-0.055480957,1.50232327,0.491537243,1.452269673
,0.112915039,-0.129302979,0.029846191,1.903599024,0.673788249,1.923230529
,0.042358398,-0.09866333,0.110824585,2.181817293,0.859697402,2.320855379
,-0.057510376,-0.098724365,0.159729004,2.267441273,0.941625834,2.653957367
,-0.153396606,-0.118530273,0.251800537,2.240938902,0.974375784,2.89435482
,-0.227859497,-0.101318359,0.317459106,2.09897089,0.969483554,3.023041487
,-0.305358887,-0.057601929,0.370162964,1.906691551,0.989605606,3.129496574
,-0.361251831,-0.030639648,0.429489136,1.774393916,1.016419888,3.291075945
,-0.418563843,-0.00088501,0.506622314,1.762016058,1.013343692,3.493007421
,-0.470321655,0.029464722,0.554000854,1.755171537,0.915401697,3.685110331
,-0.563430786,0.032196045,0.596817017,1.7289505,0.799118221,3.87740922
,-0.695617676,0.052719116,0.671981812,1.706647396,0.701364219,4.051290989
,-0.821151733,0.068527222,0.763290405,1.645725727,0.710069835,4.123383999
,-0.981216431,0.052902222,0.835647583,1.441518188,0.804540694,4.078516483
,-1.141555786,0.049850464,0.898193359,1.079743981,0.965444386,3.81330204
,-1.232879639,0.046157837,0.952026367,0.712197959,1.016328335,3.372976542
,-1.344833374,0.032073975,1.046936035,0.59468013,0.852699995,3.047715425
,-1.436523438,0.046234131,1.123077393,0.63718152,0.543423593,2.921308279
,-1.483032227,0.06539917,1.18548584,0.705936372,0.162631527,2.915015936
,-1.561401367,0.126358032,1.236114502,0.704823673,-0.214723751,2.986280441
,-1.661193848,0.13230896,1.261383057,0.571887195,-0.531104386,3.0629282
,-1.796035767,0.085296631,1.307800293,0.384725571,-0.720672131,2.98674345
,-1.958984375,0.084945679,1.360641479,0.138979718,-0.740781128,2.64693737
,-2.110305786,-0.004959106,1.362762451,-0.203805596,-0.658030093,2.089243889
,-2.24230957,-0.1065979,1.337753296,-0.584233344,-0.652456105,1.381448269
,-2.360916138,-0.099105835,1.341003418,-0.914112449,-0.63308692,0.578623652
,-2.383407593,0.053390503,1.304077148,-1.263031244,-0.738955796,-0.20985043
,-2.281936646,0.146072388,1.252243042,-1.490030885,-1.048072696,-0.93113941
,-2.171401978,0.085220337,1.197616577,-1.65327251,-1.48896718,-1.390658021
,-2.042114258,0.089538574,1.133056641,-1.785660982,-1.930926561,-1.62566328
,-1.865112305,0.11138916,1.06477356,-1.921492338,-2.260641813,-1.784067035
,-1.734420776,0.087997437,0.994522095,-2.075576067,-2.351900101,-1.885131121
,-1.648208618,0.105911255,0.926956177,-2.268306255,-2.202097654,-2.081404448
,-1.577438354,0.088394165,0.833679199,-2.50364089,-1.943748832,-2.420713186
,-1.543746948,0.072662354,0.769042969,-2.6262815,-1.606750011,-2.896487474
,-1.48260498,0.154006958,0.727096558,-2.595834732,-1.308722615,-3.480303764
,-1.332962036,0.240707397,0.660888672,-2.504259109,-1.179147363,-3.94422698
,-1.150848389,0.279998779,0.614578247,-2.347812891,-1.269144893,-4.043226242
,-0.978713989,0.37322998,0.596420288,-2.21091938,-1.453834534,-3.815020084
,-0.780670166,0.397369385,0.576049805,-2.163248539,-1.675553918,-3.415635824
,-0.61958313,0.377914429,0.566848755,-2.214018583,-1.840890169,-2.995529413
,-0.512054443,0.400817871,0.580078125,-2.371988535,-1.712155342,-2.67529726
,-0.427444458,0.402557373,0.575653076,-2.628686905,-1.371011019,-2.491998434
,-0.367752075,0.382720947,0.563842773,-2.901751041,-0.898356915,-2.438554287
,-0.330841064,0.354446411,0.533874512,-3.112689972,-0.458246917,-2.48533082
,-0.239715576,0.354156494,0.532485962,-3.137616634,-0.156003177,-2.652751207
,-0.1353302,0.335540771,0.536407471,-2.957332134,-0.13300173,-2.687033892
,-0.044631958,0.310577393,0.539169312,-2.685599804,-0.37764743,-2.507699013
,0.049606323,0.304992676,0.577331543,-2.43085742,-0.740675449,-2.214122057
,0.130508423,0.286087036,0.602722168,-2.339813471,-1.128643155,-1.870023251
,0.202011108,0.203567505,0.620330811,-2.448947668,-1.451022506,-1.501065135
,0.210708618,0.15246582,0.615158081,-2.71665287,-1.642712355,-1.084925771
,0.180847168,0.056381226,0.590652466,-3.058894396,-1.604134321,-0.709716439
,0.153457642,-0.049682617,0.548416138,-3.363370657,-1.307750583,-0.484523803
,0.133926392,-0.147949219,0.483703613,-3.501998901,-0.9036569,-0.403489679
,0.101959229,-0.263244629,0.408798218,-3.443412781,-0.494500548,-0.342370927
,0.083358765,-0.423828125,0.327148438,-3.231642723,-0.270294338,-0.216431364
,0.075073242,-0.603790283,0.220306396,-3.023949623,-0.347823471,0.002761964
,0.019454956,-0.773254395,0.10333252,-2.912446976,-0.58285439,0.296141386
,-0.0496521,-0.909759521,-0.03163147,-2.946979284,-0.80410099,0.533302009
,-0.141098022,-1.065155029,-0.191101074,-3.037562609,-0.926639676,0.670759737
,-0.269958496,-1.168777466,-0.355377197,-3.041861057,-0.866313219,0.695605159
,-0.421310425,-1.240081787,-0.504425049,-2.808947802,-0.596959531,0.625442564
,-0.561859131,-1.324539185,-0.638702393,-2.338635683,-0.20801498,0.480877668
,-0.68586731,-1.367218018,-0.771148682,-1.736275554,0.190104961,0.286577165
,-0.773666382,-1.391113281,-0.846374512,-1.035541654,0.476577997,0.097975835
,-0.82119751,-1.382598877,-0.877639771,-0.348886609,0.594631135,-0.088590316
,-0.854568481,-1.325256348,-0.904815674,0.213710949,0.563672423,-0.250938743
,-0.880767822,-1.289138794,-0.881973267,0.680245399,0.554731131,-0.416014522
,-0.909408569,-1.232330322,-0.827194214,1.132747293,0.670676112,-0.630556107
,-0.926498413,-1.160995483,-0.716247559,1.656328797,0.927525461,-0.902619839
,-0.908309937,-1.078765869,-0.582229614,2.125159979,1.176000237,-1.214919448
,-0.852020264,-1.019058228,-0.501312256,2.365291834,1.277143955,-1.517727494
,-0.792114258,-0.923965454,-0.369049072,2.517828941,1.298358083,-1.792398214
,-0.694259644,-0.803131104,-0.238952637,2.663078308,1.209330201,-1.96290791
,-0.579467773,-0.72567749,-0.16456604,2.799390793,0.966632128,-1.896573663
,-0.469223022,-0.683654785,-0.116287231,2.943818331,0.677972615,-1.65583694
,-0.374481201,-0.620559692,-0.074203491,3.132599115,0.579637825,-1.423220158
,-0.308868408,-0.544219971,-0.032165527,3.422670364,0.739517212,-1.273144603
,-0.291717529,-0.451248169,0.106063843,3.928844452,1.102543592,-1.160862327
,-0.274856567,-0.312561035,0.256225586,4.378204346,1.435869694,-1.121078134
,-0.22946167,-0.195526123,0.272994995,4.396088123,1.528764486,-1.107343197
