Gryoscope_X,Gryoscope_Y,Gryoscope_Z
0.06959905475378036,-0.20886293053627014,0.1350230723619461
0.06343356519937515,-0.22494469583034515,0.12953908741474152
0.06088998168706894,-0.20260503888130188,0.12198076397180557
0.06836094707250595,-0.17887601256370544,0.1115957722067833
0.08609387278556824,-0.15586736798286438,0.10018651932477951
0.10341054201126099,-0.12334643304347992,0.0983033999800682
0.11763875186443329,-0.0940772294998169,0.09367695450782776
0.12790736556053162,-0.07822156697511673,0.08524006605148315
0.13920529186725616,-0.07804206758737564,0.07773767411708832
0.1408870816230774,-0.06916628777980804,0.06563360244035721
0.14582164585590363,-0.052388906478881836,0.05893122777342796
0.15494270622730255,-0.04439356178045273,0.04459782689809799
0.16454873979091644,-0.04851826652884483,0.039686426520347595
0.1784677505493164,-0.03911251574754715,0.024753017351031303
0.18882077932357788,-0.031674839556217194,0.012459599412977695
0.19331780076026917,-0.017242636531591415,-0.0010250506456941366
0.18054021894931793,0.00566827179864049,-0.01034664735198021
0.15974359214305878,0.024597221985459328,-0.019149726256728172
0.1309923678636551,0.0423586405813694,-0.021513015031814575
0.09596647322177887,0.04330246523022652,-0.02935815416276455
0.060433514416217804,0.0190139040350914,-0.033668480813503265
0.019871177151799202,-0.008311459794640541,-0.04044089838862419
0.019871177151799202,-0.008311459794640541,-0.04044089838862419
-0.06996017694473267,-0.06777558475732803,-0.03530925512313843
-0.06996017694473267,-0.06777558475732803,-0.03530925512313843
-0.1145356297492981,-0.06923633068799973,-0.0187236201018095
-0.14842195808887482,-0.05829659476876259,-0.011098990216851234
-0.1851101964712143,-0.05323632434010506,-0.01564367488026619
-0.21756534278392792,-0.03971012681722641,-0.03250734135508537
-0.2568003535270691,-0.028802886605262756,-0.061223410069942474
-0.2976638972759247,-0.0265975221991539,-0.08965345472097397
-0.3454974889755249,-0.029094768688082695,-0.10301746428012848
-0.39445623755455017,-0.01395975798368454,-0.10338897258043289
-0.44434654712677,-0.004543086513876915,-0.09242686629295349
-0.4891560971736908,-0.0059510995633900166,-0.07720131427049637
-0.5255324840545654,-0.016642626374959946,-0.0653369277715683
-0.5615349411964417,-0.04864077270030975,-0.05860072746872902
-0.5950034260749817,-0.09891406446695328,-0.058575429022312164
-0.6373069882392883,-0.152817502617836,-0.05469147488474846
-0.675224244594574,-0.18873822689056396,-0.05307227373123169
-0.7006731629371643,-0.19648855924606323,-0.051000066101551056
-0.705713152885437,-0.20398429036140442,-0.046654585748910904
-0.6989223957061768,-0.23296082019805908,-0.04442392289638519
-0.6575139760971069,-0.28142234683036804,-0.04053410887718201
-0.5852195024490356,-0.3588404357433319,-0.015431420877575874
-0.49830806255340576,-0.4515687823295593,0.02580336667597294
-0.399778813123703,-0.5423988103866577,0.07289417833089828
-0.28001514077186584,-0.6136226654052734,0.13214178383350372
-0.15408331155776978,-0.6717762351036072,0.20027343928813934
-0.029317675158381462,-0.7088711857795715,0.25932052731513977
0.10180412232875824,-0.74477618932724,0.29736244678497314
0.2284265160560608,-0.7740951776504517,0.3261978030204773
0.35192739963531494,-0.7745271325111389,0.3521260917186737
0.462842732667923,-0.7671797275543213,0.38272419571876526
0.560606062412262,-0.7665512561798096,0.4204990267753601
0.644145131111145,-0.7799080610275269,0.4745257794857025
0.7121199369430542,-0.8005422353744507,0.5363734364509583
0.7788994908332825,-0.8042495846748352,0.6172453761100769
0.8607041239738464,-0.8233721852302551,0.6984299421310425
0.9611502885818481,-0.8592473268508911,0.7716077566146851
1.07472825050354,-0.9133753180503845,0.8269131183624268
1.1727932691574097,-0.9868937134742737,0.8769360780715942
1.2406280040740967,-1.0330921411514282,0.9208417534828186
1.2688281536102295,-1.0431841611862183,0.9428080320358276
1.2694849967956543,-1.0199776887893677,0.9156155586242676
1.2568607330322266,-0.9656111001968384,0.849532425403595
1.2429840564727783,-0.893093466758728,0.7503411173820496
1.2217280864715576,-0.8142241835594177,0.6387757062911987
1.1916860342025757,-0.730204701423645,0.5371449589729309
1.1408576965332031,-0.618802547454834,0.44534045457839966
1.0804548263549805,-0.4949599504470825,0.3635353446006775
1.0021283626556396,-0.3656008839607239,0.2753300964832306
0.9142706394195557,-0.284183531999588,0.18664205074310303
0.8208085894584656,-0.22532819211483002,0.11380752176046371
0.729386031627655,-0.19560891389846802,0.06688715517520905
0.6526435613632202,-0.21243342757225037,0.032656747847795486
0.6026882529258728,-0.26944851875305176,0.0034461303148418665
0.5811036229133606,-0.3625427782535553,-0.0347723625600338
0.5750364065170288,-0.46464064717292786,-0.08802812546491623
0.5748374462127686,-0.5429205298423767,-0.15439249575138092
0.5847675800323486,-0.5436646342277527,-0.21974487602710724
0.5923807621002197,-0.45307159423828125,-0.29773446917533875
0.5757386684417725,-0.31021803617477417,-0.37709107995033264
0.5366802215576172,-0.10679782181978226,-0.4299881160259247
0.47064101696014404,0.11914290487766266,-0.46217137575149536
0.40064647793769836,0.32439085841178894,-0.48321059346199036
0.3261927664279938,0.4772224724292755,-0.4796701967716217
0.24548326432704926,0.5899152159690857,-0.4362572133541107
0.17870290577411652,0.6496962308883667,-0.3619547486305237
0.14518675208091736,0.6333820223808289,-0.28126761317253113
0.13855281472206116,0.5636457800865173,-0.22122585773468018
0.13887612521648407,0.483051598072052,-0.171719029545784
0.1327953338623047,0.40564391016960144,-0.12004411220550537
0.11716470867395401,0.3883296251296997,-0.04291444271802902
0.09920194745063782,0.39350974559783936,0.06108226254582405
0.103567935526371,0.36797481775283813,0.19264401495456696
0.09599444270133972,0.32821035385131836,0.337202250957489
0.054359644651412964,0.310037761926651,0.4813578426837921
-0.0027622305788099766,0.2889487147331238,0.592806339263916
-0.10193754732608795,0.2478843629360199,0.6658597588539124
-0.23088248074054718,0.19573648273944855,0.7094419002532959
-0.3753235638141632,0.13241583108901978,0.735447108745575
-0.5452936887741089,0.05078035593032837,0.7599039673805237
-0.7327495813369751,-0.027937091886997223,0.7814952731132507
-0.903479814529419,-0.0523683987557888,0.7886267304420471
-1.028944730758667,0.0011073424248024821,0.7597018480300903
-1.1018106937408447,0.09637447446584702,0.6915755271911621
-1.1399831771850586,0.1584831178188324,0.6082004904747009
-1.1574971675872803,0.17961344122886658,0.5267854928970337
-1.1453062295913696,0.1897326558828354,0.4313013255596161
-1.120017647743225,0.20683839917182922,0.3324602246284485
-1.0859183073043823,0.21934859454631805,0.2349187731742859
-1.0512348413467407,0.2894909381866455,0.12513980269432068
-1.059870958328247,0.35778290033340454,0.042638275772333145
-1.1173564195632935,0.39401307702064514,-0.02051512897014618
-1.2080010175704956,0.4274056553840637,-0.09567725658416748
-1.3223683834075928,0.44056299328804016,-0.13753442466259003
-1.4475902318954468,0.401940256357193,-0.1075163409113884
-1.5412729978561401,0.3173856735229492,-0.04024595767259598
-1.5708184242248535,0.2672591209411621,0.017850102856755257
-1.5345081090927124,0.26774516701698303,0.03989921137690544
-1.4407174587249756,0.28688690066337585,-0.01769031397998333
-1.3296066522598267,0.30886223912239075,-0.11729732900857925
-1.2686939239501953,0.30618816614151,-0.19936875998973846
-1.2460627555847168,0.354870468378067,-0.19394417107105255
-1.2305008172988892,0.40475574135780334,-0.10810649394989014
-1.2125588655471802,0.416738897562027,0.008130630478262901
-1.1458979845046997,0.4375954568386078,0.11261709034442902
-1.0358916521072388,0.4490734040737152,0.15675179660320282
-0.9154182076454163,0.5239878296852112,0.13986815512180328
-0.8058749437332153,0.6145561337471008,0.105247862637043
-0.6973822712898254,0.6639899611473083,0.06687570363283157
-0.5769749283790588,0.6767302751541138,0.05335802957415581
-0.43006962537765503,0.6811308860778809,0.07176712900400162
-0.2515081465244293,0.6533117890357971,0.10414184629917145
-0.0795970931649208,0.6461750268936157,0.14285887777805328
0.06897401064634323,0.6692870259284973,0.20319493114948273
0.1964760422706604,0.7077875137329102,0.2739870846271515
0.31798088550567627,0.7433790564537048,0.35577648878097534
0.44819483160972595,0.7392171025276184,0.43088826537132263
0.5826141834259033,0.7078277468681335,0.49617353081703186
0.7074351906776428,0.6838534474372864,0.5324537754058838
0.8129014372825623,0.6784645318984985,0.5150822401046753
0.9098548889160156,0.7123575210571289,0.4527144730091095
1.0053539276123047,0.7840545773506165,0.344112366437912
1.093644142150879,0.8861125111579895,0.1944722831249237
1.1460599899291992,1.0140209197998047,0.021313544362783432
1.1802847385406494,1.1365820169448853,-0.1629907786846161
1.159224271774292,1.2328076362609863,-0.3242228031158447
1.101245641708374,1.3271218538284302,-0.4695560336112976
1.045671820640564,1.3568118810653687,-0.5831617116928101
0.9919369220733643,1.338480830192566,-0.6484823822975159
0.969757616519928,1.316821575164795,-0.6686819195747375
0.9638240933418274,1.2658534049987793,-0.661327064037323
0.9585204124450684,1.1969343423843384,-0.6303483843803406
0.9493988156318665,1.1275932788848877,-0.5909945964813232
0.9410111904144287,1.0555835962295532,-0.5454199314117432
0.9262668490409851,1.0057004690170288,-0.5270845890045166
0.9083555340766907,0.9682644009590149,-0.5085652470588684
0.8816632032394409,0.9297319054603577,-0.47893837094306946
0.8418180346488953,0.9069493412971497,-0.4443705379962921
0.7907726764678955,0.808449923992157,-0.40933024883270264
0.7095960974693298,0.6801596283912659,-0.37821123003959656
0.6262385845184326,0.5572203993797302,-0.3507412374019623
0.5577881932258606,0.4124853014945984,-0.33338436484336853
0.49495968222618103,0.25949177145957947,-0.3222334384918213
0.43754830956459045,0.13775840401649475,-0.3243809938430786
0.3709021806716919,0.05673518404364586,-0.3354746699333191
0.2784409523010254,0.023660855367779732,-0.3498682677745819
0.16968144476413727,0.04930176958441734,-0.3766990602016449
0.05562171712517738,0.08888806402683258,-0.4205102026462555
-0.06596037745475769,0.14356115460395813,-0.46078386902809143
-0.189949169754982,0.15296770632266998,-0.46620339155197144
-0.33568933606147766,0.08582542836666107,-0.4206324517726898
-0.5076440572738647,-0.03056563250720501,-0.3378014862537384
-0.6943122148513794,-0.2155756950378418,-0.24288588762283325
-0.8895463943481445,-0.4440283179283142,-0.15106701850891113
-1.0743311643600464,-0.6393346786499023,-0.08739722520112991
-1.2213144302368164,-0.8323933482170105,-0.062319565564394
-1.3459248542785645,-1.0041621923446655,-0.06782139092683792
-1.4300453662872314,-1.0990163087844849,-0.09108756482601166
-1.458859920501709,-1.1426305770874023,-0.1436178833246231
-1.4421539306640625,-1.1476030349731445,-0.2170391082763672
-1.4047613143920898,-1.1076805591583252,-0.30791175365448
-1.3658852577209473,-1.0421055555343628,-0.3934655487537384
-1.315327763557434,-0.964158296585083,-0.48422685265541077
-1.2535014152526855,-0.9076700210571289,-0.5806056261062622
-1.180629849433899,-0.9125012755393982,-0.6839506030082703
-1.1431666612625122,-0.9547592401504517,-0.7737974524497986
-1.143326759338379,-0.9755576848983765,-0.8259375691413879
-1.160959243774414,-0.9892333149909973,-0.8177987337112427
-1.1574516296386719,-0.996583104133606,-0.7627490162849426
-1.0990772247314453,-1.0305516719818115,-0.6758114695549011
-1.0101872682571411,-1.090813159942627,-0.5515164136886597
-0.8945448994636536,-1.1657588481903076,-0.42731645703315735
-0.7556825876235962,-1.2579447031021118,-0.34206971526145935
-0.614022433757782,-1.3028037548065186,-0.31679391860961914
-0.4848495125770569,-1.2626680135726929,-0.32326540350914
-0.3830094337463379,-1.1619086265563965,-0.36213424801826477
-0.27719271183013916,-1.0829163789749146,-0.4378953278064728
-0.15385746955871582,-1.0427747964859009,-0.5259431600570679
-0.008648348972201347,-1.0449022054672241,-0.596325695514679
0.13834190368652344,-1.081373929977417,-0.5952521562576294
