Acceleration_X,Acceleration_Y,Acceleration_Z
-0.0251007080078125,-0.997802734375,-0.1958160400390625
-0.056365966796875,-1.001373291015625,-0.157318115234375
-0.0933685302734375,-0.965423583984375,-0.1251068115234375
-0.1371612548828125,-0.93756103515625,-0.129241943359375
-0.1520538330078125,-0.9485015869140625,-0.13873291015625
-0.176727294921875,-0.994293212890625,-0.1931610107421875
-0.211700439453125,-1.0251617431640625,-0.2004547119140625
-0.2483673095703125,-1.0007781982421875,-0.1436920166015625
-0.2702178955078125,-0.928131103515625,-0.101531982421875
-0.2968597412109375,-0.8659515380859375,-0.070404052734375
-0.32110595703125,-0.8375091552734375,-0.03521728515625
-0.3303985595703125,-0.8496551513671875,-0.019317626953125
-0.36767578125,-0.8816070556640625,-0.015899658203125
-0.426055908203125,-0.9065093994140625,-0.0114898681640625
-0.4651336669921875,-0.894256591796875,0.0240325927734375
-0.4944000244140625,-0.8707122802734375,0.0107421875
-0.5108489990234375,-0.87158203125,0.0143890380859375
-0.505828857421875,-0.878173828125,0.03497314453125
-0.496063232421875,-0.87908935546875,0.045623779296875
-0.4801788330078125,-0.8919677734375,0.067657470703125
-0.4719085693359375,-0.9205474853515625,0.057830810546875
-0.4836883544921875,-0.941864013671875,0.0340728759765625
-0.4891204833984375,-0.927886962890625,0.030364990234375
-0.4925384521484375,-0.9048004150390625,0.0047454833984375
-0.503570556640625,-0.905487060546875,-0.0135345458984375
-0.489501953125,-0.9304046630859375,-0.0325927734375
-0.4727935791015625,-0.95489501953125,-0.02789306640625
-0.456634521484375,-0.95977783203125,-0.04962158203125
-0.4249420166015625,-0.954803466796875,-0.06744384765625
-0.42584228515625,-0.946136474609375,-0.052520751953125
-0.4424285888671875,-0.924591064453125,-0.04412841796875
-0.42657470703125,-0.9005279541015625,-0.0486907958984375
-0.3917388916015625,-0.90484619140625,-0.051971435546875
-0.356353759765625,-0.9332427978515625,-0.0560455322265625
-0.319366455078125,-0.939910888671875,-0.0808563232421875
-0.301025390625,-0.9366455078125,-0.0931549072265625
-0.27001953125,-0.9470672607421875,-0.114288330078125
-0.2257537841796875,-0.9441986083984375,-0.17071533203125
-0.1565093994140625,-0.920745849609375,-0.233612060546875
-0.0968475341796875,-0.8946990966796875,-0.2614593505859375
-0.0527801513671875,-0.8856201171875,-0.2627410888671875
-0.015380859375,-0.887786865234375,-0.266021728515625
0.02783203125,-0.9045562744140625,-0.2772369384765625
0.0545196533203125,-0.931884765625,-0.2900848388671875
0.09332275390625,-0.94915771484375,-0.3164215087890625
0.142486572265625,-0.947021484375,-0.3461151123046875
0.1759796142578125,-0.9370269775390625,-0.392578125
0.20733642578125,-0.94305419921875,-0.431640625
0.2447052001953125,-0.9558563232421875,-0.4800872802734375
0.2865142822265625,-0.960357666015625,-0.501434326171875
0.3171539306640625,-0.95123291015625,-0.4791107177734375
0.3521728515625,-0.949249267578125,-0.4902191162109375
0.404205322265625,-0.9883575439453125,-0.5257568359375
0.449737548828125,-1.0383453369140625,-0.5504150390625
0.4882965087890625,-1.0515289306640625,-0.5534820556640625
0.53741455078125,-1.0547637939453125,-0.5606536865234375
